PC1,PC2
-0.32776144331571805,0.8750569754619273
0.47118602127411136,0.37452870103057456
-0.6272135206122281,1.078751633513758
0.5393608778019261,-0.08126523763754231
-0.08817321811877504,0.3221324211850183
-1.5513681141553142,0.19040747613646306
0.3550787266938648,-0.48208360847524667
-0.7684822692557155,0.9045605104272505
-0.45216648910879575,-1.068235454125739
-1.3617752904549478,-0.6887871366837319
-0.09630620584677628,-1.5689682547102253
-2.3150676454046617,0.5076353370777409
0.7909155083499959,0.4796486575325867
-0.04418257244092334,1.0828213222440015
-1.3692159657112037,-1.184672570018999
2.5562553050433845,-0.32357669940013123
-0.20046169859751858,-1.1716531208754069
-0.6296983325563814,-0.055701091524839
-2.0433362538034667,-1.2130607571381868
-1.61416128695231,-0.4142198878316306
1.049254797770809,-0.13636208386182777
-0.17524270656189672,-2.1654021962573453
-0.26706065823801783,0.6710884634932407
-1.470209189034806,-1.440189829798128
-1.6141644298842408,-0.6009319685041584
-0.2613845260192369,-1.2800679154309402
-0.8410336261739813,-0.39407568852540614
-0.6172612697643439,0.6352990033229986
0.2061567162249269,-1.0344062917730623
0.1448491110963088,-1.0306102719053547
-1.148074985877125,1.2824180295321757
-0.017239687145570518,-0.26632852968367104
-0.6651998793061412,-0.1848142354489525
-1.117146678314651,-0.5617701128923768
0.9437188726871606,1.0366740912019072
-1.1263749806820291,1.3428569829576795
0.6462168781604174,0.7596688636307752
-0.6191480871031667,-0.6970686075912631
-2.339306416749727,-0.4460982225492492
-0.22912709576472506,0.49796495679357317
-2.16507082008239,0.4429088162942684
0.08514110731683687,0.9165290824480299
0.034280721073433405,-0.23165793520652778
1.1050385462113408,-1.058930453835689
0.8013430211192686,-1.065895387395029
-0.775540727831174,-0.030173843063828004
0.44279745823907063,-0.9354470607508653
-0.3108483775851266,-0.2751904885160731
1.0373822080108968,-0.8517046294706404
1.0045132466525497,-2.0512659222157623
1.127607463885076,0.009770686190959891
-1.2536981249020813,-0.6947064596585687
-1.231654160768528,0.9298689656100539
-0.9186513865030264,0.6503072987169649
-0.41157222287931566,0.6579761362607992
1.9329282753435006,0.09993695092354282
2.973067506044231,1.1426725557791297
2.402124938178164,0.6694823093048768
2.1076719656095833,1.7765402742275584
-1.130141028775184,-0.29032068957082974
1.9943794993428832,1.5730232364794186
0.37975628033639514,-0.7149863739387672
-0.6027478059682976,-1.7442622850739382
0.38447419925639414,0.33591024801133756
1.5928702428206138,0.9000103979177693
-1.3103981010773547,-0.7011890472807734
1.6839998297049334,0.8619296347710664
-1.1836242721579173,0.9911384476290539
-0.6693544349843402,-0.29469529694265834
0.522927284939613,1.0252296879777318
-0.04130584582489403,-0.7793789187264694
0.6887687361055244,1.4882254107033135
-1.4547757859124797,-0.5831742189921023
0.8726990601081885,0.35818444368725294
-0.5366931556005105,-0.9339230888044437
0.2630552008664009,-1.7216477630497258
-0.38733879850184616,-0.08592270535576281
0.6258327162679566,0.07324044180148014
1.1094678933685418,0.6573284898846546
-0.3961924775741297,1.592790411535285
0.7843486583273949,1.4152968382288813
-0.18183969609021555,1.65442584823397
0.3002598618844747,2.310735339771362
-0.6710499616242614,0.6396113747621489
-1.4139562132957257,0.35659976984083214
2.2251871727907195,-1.4979990857746384
-1.910703806067931,-0.49719465838899707
0.6973063168994423,-1.3826461878669114
0.2800492849032554,-0.0659558809424812
0.35285422635402114,-0.8535497907309613
-2.0968869247690956,-1.5276016702556723
-1.0218408797208447,0.041530337370693
-1.5926217972896657,-0.6606102589965778
0.337290624472151,0.8750052626528616
-0.522821403104851,0.7444867984372036
0.17966329065519465,0.5043029306070484
-1.5026698685409419,-1.0543765988767624
-0.09018033357282723,0.028756781335389205
-0.652795096769111,-0.24582511411640462
